Index,Node,index_in_graph,node_id,meaning,category
270,271,,271,"Y40-Y59 Drugs, medicaments and biological substances causing adverse effects in therapeutic use",Chapter XX External causes of morbidity and mortality
271,272,,272,Y60-Y69 Misadventures to patients during surgical and medical care,Chapter XX External causes of morbidity and mortality
272,273,,273,Y70-Y82 Medical devices associated with adverse incidents in diagnostic and therapeutic use,Chapter XX External causes of morbidity and mortality
273,274,,274,"Y83-Y84 Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",Chapter XX External causes of morbidity and mortality
274,275,,275,Y85-Y89 Sequelae of external causes of morbidity and mortality,Chapter XX External causes of morbidity and mortality
275,276,,276,Y90-Y98 Supplementary factors related to causes of morbidity and mortality classified elsewhere,Chapter XX External causes of morbidity and mortality
276,277,,277,Z00-Z13 Persons encountering health services for examination and investigation,Chapter XXI Factors influencing health status and contact with health services
277,278,,278,Z20-Z29 Persons with potential health hazards related to communicable diseases,Chapter XXI Factors influencing health status and contact with health services
278,279,,279,Z30-Z39 Persons encountering health services in circumstances related to reproduction,Chapter XXI Factors influencing health status and contact with health services
279,280,,280,Z40-Z54 Persons encountering health services for specific procedures and health care,Chapter XXI Factors influencing health status and contact with health services
280,281,,281,Z55-Z65 Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Chapter XXI Factors influencing health status and contact with health services
281,282,,282,Z70-Z76 Persons encountering health services in other circumstances,Chapter XXI Factors influencing health status and contact with health services
282,283,,283,Z80-Z99 Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Chapter XXI Factors influencing health status and contact with health services
283,284,,284,U00-U49 Provisional assignment of new diseases of uncertain etiology or emergency use,Chapter XXII Codes for special purposes
284,285,,285,U82-U85 Resistance to antimicrobial and antineoplastic drugs,Chapter XXII Codes for special purposes
285,286,0.0,286,A00 Cholera,Chapter I Certain infectious and parasitic diseases
286,287,,287,"A00.0 Cholera due to Vibrio cholerae 01, biovar cholerae",Chapter I Certain infectious and parasitic diseases
287,288,,288,"A00.1 Cholera due to Vibrio cholerae 01, biovar el tor",Chapter I Certain infectious and parasitic diseases
288,289,,289,"A00.9 Cholera, unspecified",Chapter I Certain infectious and parasitic diseases
289,290,1.0,290,A01 Typhoid and paratyphoid fevers,Chapter I Certain infectious and parasitic diseases
290,291,,291,A01.0 Typhoid fever,Chapter I Certain infectious and parasitic diseases
291,292,,292,A01.1 Paratyphoid fever A,Chapter I Certain infectious and parasitic diseases
292,293,,293,A01.2 Paratyphoid fever B,Chapter I Certain infectious and parasitic diseases
293,294,,294,A01.3 Paratyphoid fever C,Chapter I Certain infectious and parasitic diseases
294,295,,295,"A01.4 Paratyphoid fever, unspecified",Chapter I Certain infectious and parasitic diseases
295,296,2.0,296,A02 Other Salmonella infections,Chapter I Certain infectious and parasitic diseases
296,297,,297,A02.0 Salmonella gastro-enteritis,Chapter I Certain infectious and parasitic diseases
297,298,,298,A02.1 Salmonella septicaemia,Chapter I Certain infectious and parasitic diseases
298,299,,299,A02.2 Localised Salmonella infections,Chapter I Certain infectious and parasitic diseases
299,300,,300,A02.8 Other specified Salmonella infections,Chapter I Certain infectious and parasitic diseases
300,301,,301,"A02.9 Salmonella infection, unspecified",Chapter I Certain infectious and parasitic diseases
301,302,3.0,302,A03 Shigellosis,Chapter I Certain infectious and parasitic diseases
302,303,,303,A03.0 Shigellosis due to Shigella dysenteriae,Chapter I Certain infectious and parasitic diseases
303,304,,304,A03.1 Shigellosis due to Shigella flexneri,Chapter I Certain infectious and parasitic diseases
304,305,,305,A03.2 Shigellosis due to Shigella boydii,Chapter I Certain infectious and parasitic diseases
305,306,,306,A03.3 Shigellosis due to Shigella sonnei,Chapter I Certain infectious and parasitic diseases
306,307,,307,A03.8 Other shigellosis,Chapter I Certain infectious and parasitic diseases
307,308,,308,"A03.9 Shigellosis, unspecified",Chapter I Certain infectious and parasitic diseases
308,309,4.0,309,A04 Other bacterial intestinal infections,Chapter I Certain infectious and parasitic diseases
309,310,,310,A04.0 Enteropathogenic Escherichia coli infection,Chapter I Certain infectious and parasitic diseases
310,311,,311,A04.1 Enterotoxigenic Escherichia coli infection,Chapter I Certain infectious and parasitic diseases
311,312,,312,A04.2 Enteroinvasive Escherichia coli infection,Chapter I Certain infectious and parasitic diseases
312,313,,313,A04.3 Enterohaemorrhagic Escherichia coli infection,Chapter I Certain infectious and parasitic diseases
313,314,,314,A04.4 Other intestinal Escherichia coli infections,Chapter I Certain infectious and parasitic diseases
314,315,,315,A04.5 Campylobacter enteritis,Chapter I Certain infectious and parasitic diseases
315,316,,316,A04.6 Enteritis due to Yersinia enterocolitica,Chapter I Certain infectious and parasitic diseases
316,317,,317,A04.7 Enterocolitis due to Clostridium difficile,Chapter I Certain infectious and parasitic diseases
317,318,,318,A04.8 Other specified bacterial intestinal infections,Chapter I Certain infectious and parasitic diseases
318,319,,319,"A04.9 Bacterial intestinal infection, unspecified",Chapter I Certain infectious and parasitic diseases
319,320,5.0,320,A05 Other bacterial foodborne intoxications,Chapter I Certain infectious and parasitic diseases
320,321,,321,A05.0 Foodborne staphylococcal intoxication,Chapter I Certain infectious and parasitic diseases
321,322,,322,A05.1 Botulism,Chapter I Certain infectious and parasitic diseases
322,323,,323,A05.2 Foodborne Clostridium perfringens [Clostridium welchii] intoxication,Chapter I Certain infectious and parasitic diseases
323,324,,324,A05.3 Foodborne Vibrio parahaemolyticus intoxication,Chapter I Certain infectious and parasitic diseases
324,325,,325,A05.4 Foodborne Bacillus cereus intoxication,Chapter I Certain infectious and parasitic diseases
325,326,,326,A05.8 Other specified bacterial foodborne intoxications,Chapter I Certain infectious and parasitic diseases
326,327,,327,"A05.9 Bacterial foodborne intoxication, unspecified",Chapter I Certain infectious and parasitic diseases
327,328,6.0,328,A06 Amoebiasis,Chapter I Certain infectious and parasitic diseases
328,329,,329,A06.0 Acute amoebic dysentery,Chapter I Certain infectious and parasitic diseases
329,330,,330,A06.1 Chronic intestinal amoebiasis,Chapter I Certain infectious and parasitic diseases
330,331,,331,A06.2 Amoebic nondysenteric colitis,Chapter I Certain infectious and parasitic diseases
331,332,,332,A06.3 Amoeboma of intestine,Chapter I Certain infectious and parasitic diseases
332,333,,333,A06.4 Amoebic liver abscess,Chapter I Certain infectious and parasitic diseases
333,334,,334,A06.5 Amoebic lung abscess,Chapter I Certain infectious and parasitic diseases
334,335,,335,A06.6 Amoebic brain abscess,Chapter I Certain infectious and parasitic diseases
335,336,,336,A06.7 Cutaneous amoebiasis,Chapter I Certain infectious and parasitic diseases
336,337,,337,A06.8 Amoebic infection of other sites,Chapter I Certain infectious and parasitic diseases
337,338,,338,"A06.9 Amoebiasis, unspecified",Chapter I Certain infectious and parasitic diseases
338,339,7.0,339,A07 Other protozoal intestinal diseases,Chapter I Certain infectious and parasitic diseases
339,340,,340,A07.0 Balantidiasis,Chapter I Certain infectious and parasitic diseases
340,341,,341,A07.1 Giardiasis [lambliasis],Chapter I Certain infectious and parasitic diseases
341,342,,342,A07.2 Cryptosporidiosis,Chapter I Certain infectious and parasitic diseases
342,343,,343,A07.3 Isosporiasis,Chapter I Certain infectious and parasitic diseases
343,344,,344,A07.8 Other specified protozoal intestinal diseases,Chapter I Certain infectious and parasitic diseases
344,345,,345,"A07.9 Protozoal intestinal disease, unspecified",Chapter I Certain infectious and parasitic diseases
345,346,8.0,346,A08 Viral and other specified intestinal infections,Chapter I Certain infectious and parasitic diseases
346,347,,347,A08.0 Rotaviral enteritis,Chapter I Certain infectious and parasitic diseases
347,348,,348,A08.1 Acute gastro-enteropathy due to Norwalk agent,Chapter I Certain infectious and parasitic diseases
348,349,,349,A08.2 Adenoviral enteritis,Chapter I Certain infectious and parasitic diseases
349,350,,350,A08.3 Other viral enteritis,Chapter I Certain infectious and parasitic diseases
350,351,,351,"A08.4 Viral intestinal infection, unspecified",Chapter I Certain infectious and parasitic diseases
351,352,,352,A08.5 Other specified intestinal infections,Chapter I Certain infectious and parasitic diseases
352,353,9.0,353,A09 Diarrhoea and gastro-enteritis of presumed infectious origin,Chapter I Certain infectious and parasitic diseases
353,354,,354,A09.0 Other and unspecified gastroenteritis and colitis of infectious origin,Chapter I Certain infectious and parasitic diseases
354,355,,355,A09.9 Gastroenteritis and colitis of unspecified origin,Chapter I Certain infectious and parasitic diseases
355,356,10.0,356,"A15 Respiratory tuberculosis, bacteriologically and histologically confirmed",Chapter I Certain infectious and parasitic diseases
356,357,,357,"A15.0 Tuberculosis of lung, confirmed by sputum microscopy with or without culture",Chapter I Certain infectious and parasitic diseases
357,358,,358,"A15.1 Tuberculosis of lung, confirmed by culture only",Chapter I Certain infectious and parasitic diseases
358,359,,359,"A15.2 Tuberculosis of lung, confirmed histologically",Chapter I Certain infectious and parasitic diseases
359,360,,360,"A15.3 Tuberculosis of lung, confirmed by unspecified means",Chapter I Certain infectious and parasitic diseases
360,361,,361,"A15.4 Tuberculosis of intrathoracic lymph nodes, confirmed bacteriologically and histologically",Chapter I Certain infectious and parasitic diseases
361,362,,362,"A15.5 Tuberculosis of larynx, trachea and bronchus, confirmed bacteriologically and histologically",Chapter I Certain infectious and parasitic diseases
362,363,,363,"A15.6 Tuberculous pleurisy, confirmed bacteriologically and histologically",Chapter I Certain infectious and parasitic diseases
363,364,,364,"A15.7 Primary respiratory tuberculosis, confirmed bacteriologically and histologically",Chapter I Certain infectious and parasitic diseases
364,365,,365,"A15.8 Other respiratory tuberculosis, confirmed bacteriologically and histologically",Chapter I Certain infectious and parasitic diseases
365,366,,366,"A15.9 Respiratory tuberculosis unspecified, confirmed bacteriologically and histologically",Chapter I Certain infectious and parasitic diseases
366,367,11.0,367,"A16 Respiratory tuberculosis, not confirmed bacteriologically or histologically",Chapter I Certain infectious and parasitic diseases
367,368,,368,"A16.0 Tuberculosis of lung, bacteriologically and histologically negative",Chapter I Certain infectious and parasitic diseases
368,369,,369,"A16.1 Tuberculosis of lung, bacteriological and histological examination not done",Chapter I Certain infectious and parasitic diseases
369,370,,370,"A16.2 Tuberculosis of lung, without mention of bacteriological or histological confirmation",Chapter I Certain infectious and parasitic diseases
370,371,,371,"A16.3 Tuberculosis of intrathoracic lymph nodes, without mention of bacteriological or histological confirmation",Chapter I Certain infectious and parasitic diseases
